teller,aanslag,deel_box1,deel_box3,deel_div
327,-2697.4723878337345,0.0,0.75,0.6000000000000001
328,-2697.4723878337345,0.0,0.75,0.65
329,-2697.4723878337345,0.0,0.75,0.7000000000000001
330,-2697.4723878337345,0.0,0.75,0.75
331,-2697.4723878337345,0.0,0.75,0.8
332,-2697.4723878337345,0.0,0.75,0.8500000000000001
333,-2697.4723878337345,0.0,0.75,0.9
334,-2697.4723878337345,0.0,0.75,0.9500000000000001
335,-2697.4723878337345,0.0,0.75,1.0
336,-2697.472387833732,0.0,0.8,0.0
337,-2697.472387833732,0.0,0.8,0.05
338,-2697.472387833732,0.0,0.8,0.1
339,-2697.472387833732,0.0,0.8,0.15000000000000002
340,-2697.472387833732,0.0,0.8,0.2
341,-2697.472387833732,0.0,0.8,0.25
342,-2697.472387833732,0.0,0.8,0.30000000000000004
343,-2697.472387833732,0.0,0.8,0.35000000000000003
344,-2697.472387833732,0.0,0.8,0.4
345,-2697.472387833732,0.0,0.8,0.45
346,-2697.472387833732,0.0,0.8,0.5
347,-2697.472387833732,0.0,0.8,0.55
348,-2697.472387833732,0.0,0.8,0.6000000000000001
349,-2697.472387833732,0.0,0.8,0.65
350,-2697.472387833732,0.0,0.8,0.7000000000000001
351,-2697.472387833732,0.0,0.8,0.75
352,-2697.472387833732,0.0,0.8,0.8
353,-2697.472387833732,0.0,0.8,0.8500000000000001
354,-2697.472387833732,0.0,0.8,0.9
355,-2697.472387833732,0.0,0.8,0.9500000000000001
356,-2697.472387833732,0.0,0.8,1.0
357,-2697.4723878337336,0.0,0.8500000000000001,0.0
358,-2697.4723878337336,0.0,0.8500000000000001,0.05
359,-2697.4723878337336,0.0,0.8500000000000001,0.1
360,-2697.4723878337336,0.0,0.8500000000000001,0.15000000000000002
361,-2697.4723878337336,0.0,0.8500000000000001,0.2
362,-2697.4723878337336,0.0,0.8500000000000001,0.25
363,-2697.4723878337336,0.0,0.8500000000000001,0.30000000000000004
364,-2697.4723878337336,0.0,0.8500000000000001,0.35000000000000003
365,-2697.4723878337336,0.0,0.8500000000000001,0.4
366,-2697.4723878337336,0.0,0.8500000000000001,0.45
367,-2697.4723878337336,0.0,0.8500000000000001,0.5
368,-2697.4723878337336,0.0,0.8500000000000001,0.55
369,-2697.4723878337336,0.0,0.8500000000000001,0.6000000000000001
370,-2697.4723878337336,0.0,0.8500000000000001,0.65
371,-2697.4723878337336,0.0,0.8500000000000001,0.7000000000000001
372,-2697.4723878337336,0.0,0.8500000000000001,0.75
373,-2697.4723878337336,0.0,0.8500000000000001,0.8
374,-2697.4723878337336,0.0,0.8500000000000001,0.8500000000000001
375,-2697.4723878337336,0.0,0.8500000000000001,0.9
376,-2697.4723878337336,0.0,0.8500000000000001,0.9500000000000001
377,-2697.4723878337336,0.0,0.8500000000000001,1.0
378,-2697.4723878337354,0.0,0.9,0.0
379,-2697.4723878337354,0.0,0.9,0.05
380,-2697.4723878337354,0.0,0.9,0.1
381,-2697.4723878337354,0.0,0.9,0.15000000000000002
382,-2697.4723878337354,0.0,0.9,0.2
383,-2697.4723878337354,0.0,0.9,0.25
384,-2697.4723878337354,0.0,0.9,0.30000000000000004
385,-2697.4723878337354,0.0,0.9,0.35000000000000003
386,-2697.4723878337354,0.0,0.9,0.4
387,-2697.4723878337354,0.0,0.9,0.45
388,-2697.4723878337354,0.0,0.9,0.5
389,-2697.4723878337354,0.0,0.9,0.55
390,-2697.4723878337354,0.0,0.9,0.6000000000000001
391,-2697.4723878337354,0.0,0.9,0.65
392,-2697.4723878337354,0.0,0.9,0.7000000000000001
393,-2697.4723878337354,0.0,0.9,0.75
394,-2697.4723878337354,0.0,0.9,0.8
395,-2697.4723878337354,0.0,0.9,0.8500000000000001
396,-2697.4723878337354,0.0,0.9,0.9
397,-2697.4723878337354,0.0,0.9,0.9500000000000001
398,-2697.4723878337354,0.0,0.9,1.0
399,-2697.4723878337336,0.0,0.9500000000000001,0.0
400,-2697.4723878337336,0.0,0.9500000000000001,0.05
401,-2697.4723878337336,0.0,0.9500000000000001,0.1
402,-2697.4723878337336,0.0,0.9500000000000001,0.15000000000000002
403,-2697.4723878337336,0.0,0.9500000000000001,0.2
404,-2697.4723878337336,0.0,0.9500000000000001,0.25
405,-2697.4723878337336,0.0,0.9500000000000001,0.30000000000000004
406,-2697.4723878337336,0.0,0.9500000000000001,0.35000000000000003
407,-2697.4723878337336,0.0,0.9500000000000001,0.4
408,-2697.4723878337336,0.0,0.9500000000000001,0.45
409,-2697.4723878337336,0.0,0.9500000000000001,0.5
410,-2697.4723878337336,0.0,0.9500000000000001,0.55
411,-2697.4723878337336,0.0,0.9500000000000001,0.6000000000000001
412,-2697.4723878337336,0.0,0.9500000000000001,0.65
413,-2697.4723878337336,0.0,0.9500000000000001,0.7000000000000001
414,-2697.4723878337336,0.0,0.9500000000000001,0.75
415,-2697.4723878337336,0.0,0.9500000000000001,0.8
416,-2697.4723878337336,0.0,0.9500000000000001,0.8500000000000001
417,-2697.4723878337336,0.0,0.9500000000000001,0.9
418,-2697.4723878337336,0.0,0.9500000000000001,0.9500000000000001
419,-2697.4723878337336,0.0,0.9500000000000001,1.0
420,-2697.4723878337345,0.0,1.0,0.0
421,-2697.4723878337345,0.0,1.0,0.05
422,-2697.4723878337345,0.0,1.0,0.1
423,-2697.4723878337345,0.0,1.0,0.15000000000000002
424,-2697.4723878337345,0.0,1.0,0.2
425,-2697.4723878337345,0.0,1.0,0.25
426,-2697.4723878337345,0.0,1.0,0.30000000000000004
427,-2697.4723878337345,0.0,1.0,0.35000000000000003
428,-2697.4723878337345,0.0,1.0,0.4
429,-2697.4723878337345,0.0,1.0,0.45
430,-2697.4723878337345,0.0,1.0,0.5
431,-2697.4723878337345,0.0,1.0,0.55
432,-2697.4723878337345,0.0,1.0,0.6000000000000001
433,-2697.4723878337345,0.0,1.0,0.65
434,-2697.4723878337345,0.0,1.0,0.7000000000000001
435,-2697.4723878337345,0.0,1.0,0.75
436,-2697.4723878337345,0.0,1.0,0.8
437,-2697.4723878337345,0.0,1.0,0.8500000000000001
438,-2697.4723878337345,0.0,1.0,0.9
439,-2697.4723878337345,0.0,1.0,0.9500000000000001
440,-2697.4723878337345,0.0,1.0,1.0
441,-2705.562387833731,0.05,0.0,0.0
442,-2705.562387833731,0.05,0.0,0.05
443,-2705.562387833731,0.05,0.0,0.1
444,-2705.562387833731,0.05,0.0,0.15000000000000002
445,-2705.562387833731,0.05,0.0,0.2
446,-2705.562387833731,0.05,0.0,0.25
447,-2705.562387833731,0.05,0.0,0.30000000000000004
448,-2705.562387833731,0.05,0.0,0.35000000000000003
449,-2705.562387833731,0.05,0.0,0.4
450,-2705.562387833731,0.05,0.0,0.45
451,-2705.562387833731,0.05,0.0,0.5
452,-2705.562387833731,0.05,0.0,0.55
453,-2705.562387833731,0.05,0.0,0.6000000000000001
454,-2705.562387833731,0.05,0.0,0.65
455,-2705.562387833731,0.05,0.0,0.7000000000000001
456,-2705.562387833731,0.05,0.0,0.75
457,-2705.562387833731,0.05,0.0,0.8
458,-2705.562387833731,0.05,0.0,0.8500000000000001
459,-2705.562387833731,0.05,0.0,0.9
460,-2705.562387833731,0.05,0.0,0.9500000000000001
461,-2705.562387833731,0.05,0.0,1.0
462,-2705.562387833733,0.05,0.05,0.0
463,-2705.562387833733,0.05,0.05,0.05
464,-2705.562387833733,0.05,0.05,0.1
465,-2705.562387833733,0.05,0.05,0.15000000000000002
466,-2705.562387833733,0.05,0.05,0.2
467,-2705.562387833733,0.05,0.05,0.25
468,-2705.562387833733,0.05,0.05,0.30000000000000004
469,-2705.562387833733,0.05,0.05,0.35000000000000003
470,-2705.562387833733,0.05,0.05,0.4
471,-2705.562387833733,0.05,0.05,0.45
472,-2705.562387833733,0.05,0.05,0.5
473,-2705.562387833733,0.05,0.05,0.55
474,-2705.562387833733,0.05,0.05,0.6000000000000001
475,-2705.562387833733,0.05,0.05,0.65
476,-2705.562387833733,0.05,0.05,0.7000000000000001
477,-2705.562387833733,0.05,0.05,0.75
478,-2705.562387833733,0.05,0.05,0.8
479,-2705.562387833733,0.05,0.05,0.8500000000000001
480,-2705.562387833733,0.05,0.05,0.9
481,-2705.562387833733,0.05,0.05,0.9500000000000001
482,-2705.562387833733,0.05,0.05,1.0
483,-2705.562387833731,0.05,0.1,0.0
484,-2705.562387833731,0.05,0.1,0.05
485,-2705.562387833731,0.05,0.1,0.1
486,-2705.562387833731,0.05,0.1,0.15000000000000002
487,-2705.562387833731,0.05,0.1,0.2
488,-2705.562387833731,0.05,0.1,0.25
489,-2705.562387833731,0.05,0.1,0.30000000000000004
490,-2705.562387833731,0.05,0.1,0.35000000000000003
491,-2705.562387833731,0.05,0.1,0.4
492,-2705.562387833731,0.05,0.1,0.45
493,-2705.562387833731,0.05,0.1,0.5
494,-2705.562387833731,0.05,0.1,0.55
495,-2705.562387833731,0.05,0.1,0.6000000000000001
496,-2705.562387833731,0.05,0.1,0.65
497,-2705.562387833731,0.05,0.1,0.7000000000000001
498,-2705.562387833731,0.05,0.1,0.75
499,-2705.562387833731,0.05,0.1,0.8
500,-2705.562387833731,0.05,0.1,0.8500000000000001
501,-2705.562387833731,0.05,0.1,0.9
502,-2705.562387833731,0.05,0.1,0.9500000000000001
503,-2705.562387833731,0.05,0.1,1.0
504,-2705.562387833733,0.05,0.15000000000000002,0.0
505,-2705.562387833733,0.05,0.15000000000000002,0.05
506,-2705.562387833733,0.05,0.15000000000000002,0.1
507,-2705.562387833733,0.05,0.15000000000000002,0.15000000000000002
508,-2705.562387833733,0.05,0.15000000000000002,0.2
509,-2705.562387833733,0.05,0.15000000000000002,0.25
510,-2705.562387833733,0.05,0.15000000000000002,0.30000000000000004
511,-2705.562387833733,0.05,0.15000000000000002,0.35000000000000003
512,-2705.562387833733,0.05,0.15000000000000002,0.4
513,-2705.562387833733,0.05,0.15000000000000002,0.45
514,-2705.562387833733,0.05,0.15000000000000002,0.5
515,-2705.562387833733,0.05,0.15000000000000002,0.55
